#timestamp,latitude,longitude,elevation
2.56015320032e+12,51.6024141863,-1.63877000423,143.616424561;
2.56015518665e+12,51.6024141107,-1.6387702604,143.606277466;
2.56015929444e+12,51.6024141528,-1.63877027855,143.606307983;
2.56016135248e+12,51.6024141949,-1.63877029677,143.606338501;
2.56016591045e+12,51.6024142371,-1.63877031506,143.606369019;
2.56016616471e+12,51.6024142792,-1.63877033349,143.606231689;
2.56016970486e+12,51.6024143213,-1.63877035197,143.606262207;
2.56016987434e+12,51.6024143634,-1.63877037056,143.606292725;
2.56017377522e+12,51.6024144055,-1.63877038926,143.606323242;
2.56017582012e+12,51.6024144475,-1.63877040804,143.60635376;
2.5601789751e+12,51.6024144895,-1.63877042693,143.606399536;
2.56018099359e+12,51.6024145315,-1.63877044591,143.606430054;
2.56018314341e+12,51.6024145734,-1.63877046498,143.606460571;
2.56018516216e+12,51.6024146152,-1.63877048407,143.610321045;
2.56018926745e+12,51.602414657,-1.63877050331,143.610366821;
2.5601913267e+12,51.6024146987,-1.63877052263,143.610412598;
2.56019338191e+12,51.6024147403,-1.63877054204,143.610458374;
2.56019547891e+12,51.6024147818,-1.63877056148,143.610488892;
2.56019976209e+12,51.6024148233,-1.63877058103,143.610534668;
2.56019993599e+12,51.6024148647,-1.63877060063,143.610580444;
2.56020405541e+12,51.6024149059,-1.63877062029,143.610626221;
2.5602061649e+12,51.6024149471,-1.63877063997,143.612319946;
2.56020826151e+12,51.6024149883,-1.63877065974,143.612365723;
2.56021032176e+12,51.6024150293,-1.63877067957,143.612411499;
2.56021469424e+12,51.6024150703,-1.63877069945,143.612457275;
2.56021671228e+12,51.6024151112,-1.63877071942,143.612503052;
2.56021870516e+12,51.6024151521,-1.63877073944,143.612548828;
2.56022076024e+12,51.602415193,-1.63877075956,143.612609863;
2.56022399291e+12,51.6024152338,-1.63877077976,143.61265564;
2.56022598837e+12,51.6024152747,-1.63877080007,143.614349365;
2.56022908924e+12,51.6024153155,-1.63877082046,143.614395142;
2.56023324702e+12,51.6024153563,-1.63877084093,143.614456177;
2.56023453882e+12,51.602415397,-1.63877086148,143.614501953;
2.56023555436e+12,51.6024154378,-1.63877088207,143.614562988;
2.56023969672e+12,51.6024154786,-1.63877090275,143.614608765;
2.56023987586e+12,51.6024155194,-1.63877092349,143.6146698;
2.56024375466e+12,51.6024155601,-1.63877094429,143.614730835;
2.56024585069e+12,51.6024156008,-1.63877096512,143.614562988;
2.56024913391e+12,51.6024156415,-1.63877098602,143.614624023;
2.5602511163e+12,51.6024156821,-1.63877100696,143.614685059;
2.56025310041e+12,51.6024157227,-1.63877102796,143.614730835;
2.56025510639e+12,51.6024157632,-1.63877104896,143.61479187;
2.56025932236e+12,51.6024158036,-1.63877107002,143.614852905;
2.56026135992e+12,51.602415844,-1.6387710911,143.61491394;
